0.186860,-0.007500,-59.969845,0.002871,0.182535,-35.286848,0.000002,-0.000017,1.020584,
0.184198,-0.007682,-56.715470,0.000971,0.182702,-33.040544,-0.000003,-0.000016,1.030670,
0.183372,-0.006099,-57.882459,0.001250,0.181319,-30.331897,-0.000005,-0.000014,1.032304,
0.184292,-0.006622,-57.813335,0.000560,0.183584,-32.775367,-0.000004,-0.000015,1.032177,
0.185695,-0.003698,-63.163619,0.002392,0.184200,-37.940623,-0.000000,-0.000008,1.013588,
0.186054,-0.001183,-70.310696,0.001965,0.184937,-39.600975,-0.000000,-0.000005,1.007926,
0.185919,-0.006197,-61.797358,0.002233,0.184013,-39.084517,0.000000,-0.000011,1.015350,
0.183614,-0.008556,-56.549580,-0.000125,0.181948,-31.663887,-0.000006,-0.000016,1.028879,
0.187756,-0.008524,-66.005460,0.003207,0.181534,-39.178642,0.000004,-0.000018,1.011708,
0.183447,-0.003096,-60.537331,0.002331,0.184282,-38.067806,-0.000003,-0.000005,1.015068,
0.189412,-0.003110,-75.299698,0.005521,0.188450,-51.772692,0.000006,-0.000005,0.991124,
0.188162,-0.011146,-58.820134,0.004590,0.181902,-40.391986,0.000004,-0.000024,1.029218,
0.186351,-0.003836,-66.423321,0.002946,0.187797,-44.199497,0.000003,-0.000005,1.004114,
0.185114,-0.003216,-62.978623,0.000522,0.186295,-38.194832,-0.000000,-0.000009,1.016775,
0.185055,-0.003720,-64.609640,0.002331,0.183269,-36.839038,-0.000002,-0.000004,1.010300,
0.181758,-0.001975,-58.238052,0.002748,0.181603,-38.618296,-0.000007,-0.000008,1.027107,
0.192213,-0.006514,-78.512539,0.005506,0.180677,-42.390687,0.000012,-0.000015,0.984101,
0.186723,0.003690,-76.587888,0.003375,0.184649,-40.688835,0.000006,0.000012,0.970100,
0.182537,-0.005958,-60.440254,-0.003571,0.180489,-27.443653,-0.000017,-0.000009,1.030511,
0.181810,-0.007707,-53.841247,0.000972,0.179669,-32.139926,0.000002,-0.000027,1.024506,
0.186019,-0.009829,-54.308253,0.000238,0.182040,-29.200056,-0.000004,-0.000024,1.049228,
0.187578,-0.006407,-64.321285,0.001704,0.182158,-32.946255,-0.000001,-0.000021,1.039910,
0.185903,-0.002419,-70.925170,0.003686,0.187999,-47.205829,-0.000001,-0.000001,1.006455,
0.190511,-0.013048,-58.605228,0.004927,0.180572,-38.991219,0.000006,-0.000026,1.032468,
0.180674,-0.025689,-4.529746,-0.002745,0.169697,7.604104,-0.000017,-0.000053,1.157727,
