0.186031,-0.001669,-67.757456,0.002524,0.186521,-39.316835,0.000000,0.000000,1.000000,
0.185033,-0.002284,-66.113470,0.001995,0.186667,-39.911090,0.000000,0.000000,1.000000,
0.184746,-0.001154,-67.260791,0.002694,0.185034,-37.732507,0.000000,0.000000,1.000000,
0.185485,-0.001350,-67.377182,0.001863,0.187444,-39.977612,0.000000,0.000000,1.000000,
0.185785,-0.000845,-67.614849,0.002648,0.186198,-40.811089,0.000000,0.000000,1.000000,
0.186038,0.000734,-73.034369,0.002031,0.186163,-41.295968,0.000000,0.000000,1.000000,
0.185802,-0.002379,-67.183287,0.002304,0.186483,-42.443969,0.000000,0.000000,1.000000,
0.184849,-0.004719,-62.583564,0.001194,0.185016,-36.848814,0.000000,0.000000,1.000000,
0.185960,-0.000111,-71.965450,0.002630,0.184912,-41.065648,0.000000,0.000000,1.000000,
0.184783,-0.000799,-66.732532,0.003011,0.185346,-41.035405,0.000000,0.000000,1.000000,
0.186819,-0.000959,-72.590056,0.003876,0.189535,-49.016397,0.000000,0.000000,1.000000,
0.186502,-0.000415,-72.374309,0.003832,0.188152,-47.677888,0.000000,0.000000,1.000000,
0.185779,-0.002716,-67.797957,0.002218,0.189062,-45.190642,0.000000,0.000000,1.000000,
0.185137,-0.001069,-66.844978,0.000722,0.188935,-42.924748,0.000000,0.000000,1.000000,
0.185930,-0.001811,-68.800903,0.002705,0.183990,-38.481588,0.000000,0.000000,1.000000,
0.184627,0.001405,-69.139877,0.003963,0.183012,-43.182336,0.000000,0.000000,1.000000,
0.187011,0.000302,-73.010264,0.003536,0.182996,-39.444861,0.000000,0.000000,1.000000,
0.184181,-0.001544,-64.405780,0.002213,0.182526,-35.538448,0.000000,0.000000,1.000000,
0.185159,-0.004530,-64.205279,-0.000936,0.182134,-32.134896,0.000000,0.000000,1.000000,
0.181351,-0.002865,-58.242223,0.000846,0.183567,-35.307021,0.000000,0.000000,1.000000,
0.186582,-0.005234,-63.379701,0.001568,0.189361,-44.041375,0.000000,0.000000,1.000000,
0.187626,-0.002338,-71.928651,0.002073,0.188553,-44.927224,0.000000,0.000000,1.000000,
0.186550,-0.001838,-73.788485,0.004143,0.188410,-49.252391,0.000000,0.000000,1.000000,
0.187872,-0.000528,-74.810284,0.003406,0.188488,-48.916023,0.000000,0.000000,1.000000,
0.188563,0.000540,-81.056282,0.003312,0.188053,-47.221087,0.000000,0.000000,1.000000,
0.187777,-0.001834,-73.388461,0.005309,0.190315,-56.024973,0.000000,0.000000,1.000000,
0.185597,-0.002274,-68.154438,0.004295,0.181710,-45.673213,0.000000,0.000000,1.000000,
0.185298,-0.000609,-70.364670,0.006024,0.182772,-48.598355,0.000000,0.000000,1.000000,
0.184187,-0.000777,-68.301523,0.000891,0.181240,-33.567762,0.000000,0.000000,1.000000,
0.187428,-0.002218,-69.503596,0.003153,0.187546,-41.146173,0.000000,0.000000,1.000000,
0.185679,-0.007231,-57.869206,0.001709,0.189630,-43.691350,0.000000,0.000000,1.000000,
0.185296,-0.002482,-64.733354,0.002581,0.190673,-47.075119,0.000000,0.000000,1.000000,
0.186518,-0.002060,-70.568623,0.002775,0.194267,-52.386773,0.000000,0.000000,1.000000,
0.184317,-0.005349,-62.360888,-0.001147,0.183362,-33.075996,0.000000,0.000000,1.000000,
0.182170,-0.005544,-59.576410,-0.002973,0.180668,-24.106535,0.000000,0.000000,1.000000,
0.180924,0.002336,-61.711129,0.005064,0.182979,-43.972305,0.000000,0.000000,1.000000,
0.183974,0.004138,-67.830047,0.004672,0.180050,-40.569742,0.000000,0.000000,1.000000,
0.190630,0.003466,-92.379321,0.005015,0.185661,-45.933017,0.000000,0.000000,1.000000,
0.191435,0.003862,-95.360616,0.007603,0.186372,-51.721906,0.000000,0.000000,1.000000,
0.190491,0.001784,-91.125460,0.006746,0.190173,-61.052198,0.000000,0.000000,1.000000,
0.190957,0.006085,-98.324247,0.006390,0.194404,-69.182904,0.000000,0.000000,1.000000,
0.184245,0.002016,-71.792491,0.003349,0.182740,-41.597538,0.000000,0.000000,1.000000,
0.181616,0.001507,-60.802713,0.002112,0.186312,-32.521256,0.000000,0.000000,1.000000,
0.185155,0.000351,-60.090190,0.002072,0.182640,-37.003481,0.000000,0.000000,1.000000,
0.188293,-0.004320,-67.655835,-0.000970,0.190360,-48.430141,0.000000,0.000000,1.000000,
0.187381,-0.009535,-54.681919,0.000367,0.190746,-46.097970,0.000000,0.000000,1.000000,
0.184804,-0.000802,-66.425661,0.002565,0.186218,-40.505244,0.000000,0.000000,1.000000,
0.184449,0.001125,-69.182982,0.002415,0.184373,-36.689918,0.000000,0.000000,1.000000,
0.188270,0.000862,-77.029605,0.002087,0.184994,-35.753664,0.000000,0.000000,1.000000,
0.185325,-0.000704,-67.776175,0.001963,0.185151,-34.868351,0.000000,0.000000,1.000000,
0.185109,-0.002347,-66.975368,0.002177,0.185295,-39.716238,0.000000,0.000000,1.000000,
0.185344,-0.001947,-65.980635,0.002758,0.185529,-41.076194,0.000000,0.000000,1.000000,
0.186580,-0.002159,-69.478583,0.003816,0.185844,-43.857856,0.000000,0.000000,1.000000,
0.187646,0.000187,-73.535488,0.002129,0.189693,-45.937644,0.000000,0.000000,1.000000,
0.187806,-0.000766,-73.607187,0.001774,0.187828,-42.485213,0.000000,0.000000,1.000000,
0.185321,-0.002170,-65.149902,0.002746,0.189832,-48.577162,0.000000,0.000000,1.000000,
0.186573,-0.002163,-69.884049,0.001222,0.187300,-42.637129,0.000000,0.000000,1.000000,
0.185404,-0.003222,-64.743464,0.003524,0.184746,-43.019612,0.000000,0.000000,1.000000,
0.187388,0.001642,-76.440536,0.001999,0.184567,-38.620973,0.000000,0.000000,1.000000,
0.185958,-0.001529,-70.127543,0.002779,0.187616,-43.314740,0.000000,0.000000,1.000000,
0.185260,-0.001033,-67.184552,0.000499,0.185989,-37.386878,0.000000,0.000000,1.000000,
0.186489,-0.000663,-72.169996,0.003200,0.185534,-41.851898,0.000000,0.000000,1.000000,
0.188014,0.000683,-77.604918,0.003862,0.189212,-51.809073,0.000000,0.000000,1.000000,
0.186385,0.000281,-74.378094,0.002938,0.190650,-48.648906,0.000000,0.000000,1.000000,
0.186118,-0.000743,-71.855016,0.001583,0.186481,-40.812887,0.000000,0.000000,1.000000,
0.185420,-0.002441,-67.091130,0.001567,0.187714,-42.629238,0.000000,0.000000,1.000000,
0.184825,-0.004515,-63.050976,0.001589,0.185099,-37.258912,0.000000,0.000000,1.000000,
0.183974,0.003788,-72.592182,0.000930,0.191255,-46.424915,0.000000,0.000000,1.000000,
0.185764,0.000582,-69.346378,-0.000364,0.178240,-28.833861,0.000000,0.000000,1.000000,
0.183748,-0.004067,-62.666393,0.000284,0.185617,-37.823101,0.000000,0.000000,1.000000,
0.186132,0.005838,-76.904370,0.003072,0.186204,-41.493118,0.000000,0.000000,1.000000,
0.188236,-0.002250,-74.973404,0.004930,0.188507,-49.890206,0.000000,0.000000,1.000000,
0.185822,-0.002224,-68.075227,-0.000027,0.192365,-50.495046,0.000000,0.000000,1.000000,
0.186086,-0.004009,-64.653883,-0.000043,0.189130,-42.423343,0.000000,0.000000,1.000000,
0.185541,-0.001084,-69.839162,0.004445,0.188243,-48.773825,0.000000,0.000000,1.000000,
0.186020,-0.007344,-61.433494,0.000873,0.187675,-32.144398,0.000000,0.000000,1.000000,
0.188058,-0.000082,-76.032888,0.004207,0.178256,-37.843198,0.000000,0.000000,1.000000,
0.182937,-0.004281,-58.948904,0.001921,0.178476,-32.611950,0.000000,0.000000,1.000000,
0.187506,0.007055,-90.061767,0.003772,0.192692,-52.883698,0.000000,0.000000,1.000000,
0.185060,-0.004167,-66.291645,-0.000503,0.190879,-44.006747,0.000000,0.000000,1.000000,
